id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,3,hourly_min,24,,120,120,400,5000.0,42.37,50.0,1199.92,,50.0,3999.73,3999.73,80,80,24,1,0,80,0,42.37,0.0,3389.6,3389.6,0.0,18,610.13,3999.73,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,400,5000.0,45.91,54.17,1300.17,,54.17,4333.9,4333.9,80,80,24,1,0,80,0,45.91,0.0,3672.8,3672.8,0.0,18,661.1,4333.9,https://master.therentos.com/uploads/1779901823_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,400,5000.0,52.97,62.5,1500.11,,62.5,5000.37,5000.37,80,80,24,1,0,80,0,52.97,0.0,4237.6,4237.6,0.0,18,762.77,5000.37,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,3,hourly_min,24,,120,120,400,5000.0,56.5,66.67,1600.08,,66.67,5333.6,5333.6,80,80,24,1,0,80,0,56.5,0.0,4520.0,4520.0,0.0,18,813.6,5333.6,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,400,5000.0,60.03,70.84,1700.05,,70.84,5666.83,5666.83,80,80,24,1,0,80,0,60.03,0.0,4802.4,4802.4,0.0,18,864.43,5666.83,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
10,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5426,21,0,1,hourly_min,24,,120,120,400,5000.0,60.03,70.84,1700.05,,70.84,5666.83,5666.83,80,80,24,1,0,80,0,60.03,0.0,4802.4,4802.4,0.0,18,864.43,5666.83,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
11,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5542,24,0,1,hourly_min,24,,120,120,400,5000.0,70.62,83.33,1999.96,,83.33,6666.53,6666.53,80,80,24,1,0,80,0,70.62,0.0,5649.6,5649.6,0.0,18,1016.93,6666.53,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,400,5000.0,70.62,83.33,1999.96,,83.33,6666.53,6666.53,80,80,24,1,0,80,0,70.62,0.0,5649.6,5649.6,0.0,18,1016.93,6666.53,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
14,Swift Petrol AMT,AVS RENT A CAB,1,KL07DF5428,36,0,2,hourly_min,24,,120,120,400,5000.0,67.09,79.17,1899.99,,79.17,6333.3,6333.3,80,80,24,1,0,80,0,67.09,0.0,5367.2,5367.2,0.0,18,966.1,6333.3,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,2,hourly_min,24,,120,120,400,5000.0,67.09,79.17,1899.99,,79.17,6333.3,6333.3,80,80,24,1,0,80,0,67.09,0.0,5367.2,5367.2,0.0,18,966.1,6333.3,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
19,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5579,37,0,1,hourly_min,24,,120,120,400,5000.0,77.68,91.66,2199.9,,91.66,7332.99,7332.99,80,80,24,1,0,80,0,77.68,0.0,6214.4,6214.4,0.0,18,1118.59,7332.99,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
